"No.","Time","Source","Destination","IP_TTL","Query_ID","Protocol","Length","Info","domain_length","QR","RCODE","Opcode","RA","Qname","DNS_TTL","QType"
"67524","12130.156549","129.173.22.37","129.173.67.99","62","0x79e4","DNS","133","Standard query response 0x79e4 No such name AAAA snoop.minecraft.net.cs.dal.ca[Packet size limited during capture]","29","Message is a response","No such name","Standard query","Server can do recursive queries","snoop.minecraft.net.cs.dal.ca","","AAAA (IPv6 Address)"
"67525","12130.156990","129.173.67.99","129.173.22.37","64","0x9509","DNS","79","Standard query 0x9509 A snoop.minecraft.net","19","Message is a query","","Standard query","","snoop.minecraft.net","","A (Host Address)"
"67526","12130.190921","129.173.22.37","129.173.67.99","62","0x9509","DNS","296","Standard query response 0x9509 A snoop.minecraft.net A 54.236.119.239[Packet size limited during capture]","19","Message is a response","No error","Standard query","Server can do recursive queries","snoop.minecraft.net","60","A (Host Address)"
"68544","12381.857465","129.173.67.99","129.173.22.37","64","0x4005","DNS","83","Standard query 0x4005 AAAA www.weatheroffice.gc.ca","23","Message is a query","","Standard query","","www.weatheroffice.gc.ca","","AAAA (IPv6 Address)"
"68545","12381.858144","129.173.22.37","129.173.67.99","62","0x4005","DNS","170","Standard query response 0x4005 AAAA www.weatheroffice.gc.ca CNAME[Packet size limited during capture]","23","Message is a response","No error","Standard query","Server can do recursive queries","www.weatheroffice.gc.ca","","AAAA (IPv6 Address)"
"68546","12381.858606","129.173.67.99","129.173.22.37","64","0x40af","DNS","83","Standard query 0x40af A www.weatheroffice.gc.ca","23","Message is a query","","Standard query","","www.weatheroffice.gc.ca","","A (Host Address)"
"68547","12381.859071","129.173.22.37","129.173.67.99","62","0x40af","DNS","259","Standard query response 0x40af A www.weatheroffice.gc.ca CNAME[Packet size limited during capture]","23","Message is a response","No error","Standard query","Server can do recursive queries","www.weatheroffice.gc.ca","","A (Host Address)"
"68557","12381.905498","129.173.67.99","129.173.22.37","64","0x82d7","DNS","73","Standard query 0x82d7 AAAA weather.gc.ca","13","Message is a query","","Standard query","","weather.gc.ca","","AAAA (IPv6 Address)"
"68558","12381.906261","129.173.22.37","129.173.67.99","62","0x82d7","DNS","132","Standard query response 0x82d7 AAAA weather.gc.ca SOA[Packet size limited during capture]","13","Message is a response","No error","Standard query","Server can do recursive queries","weather.gc.ca","","AAAA (IPv6 Address)"
"68559","12381.906623","129.173.67.99","129.173.22.37","64","0x6084","DNS","92","Standard query 0x6084 AAAA weather.gc.ca.research.cs.dal.ca","32","Message is a query","","Standard query","","weather.gc.ca.research.cs.dal.ca","","AAAA (IPv6 Address)"
"68560","12381.907241","129.173.22.37","129.173.67.99","62","0x6084","DNS","144","Standard query response 0x6084 No such name AAAA weather.gc.ca.research.cs.dal.ca[Packet size limited during capture]","32","Message is a response","No such name","Standard query","Server can do recursive queries","weather.gc.ca.research.cs.dal.ca","","AAAA (IPv6 Address)"
"68561","12381.907618","129.173.67.99","129.173.22.37","64","0x8276","DNS","83","Standard query 0x8276 AAAA weather.gc.ca.cs.dal.ca","23","Message is a query","","Standard query","","weather.gc.ca.cs.dal.ca","","AAAA (IPv6 Address)"
"68562","12381.907992","129.173.22.37","129.173.67.99","62","0x8276","DNS","127","Standard query response 0x8276 No such name AAAA weather.gc.ca.cs.dal.ca SOA[Packet size limited during capture]","23","Message is a response","No such name","Standard query","Server can do recursive queries","weather.gc.ca.cs.dal.ca","","AAAA (IPv6 Address)"
"68563","12381.908365","129.173.67.99","129.173.22.37","64","0x9682","DNS","73","Standard query 0x9682 A weather.gc.ca","13","Message is a query","","Standard query","","weather.gc.ca","","A (Host Address)"
"68564","12381.908788","129.173.22.37","129.173.67.99","62","0x9682","DNS","221","Standard query response 0x9682 A weather.gc.ca A 199.212.17.28[Packet size limited during capture]","13","Message is a response","No error","Standard query","Server can do recursive queries","weather.gc.ca","2287","A (Host Address)"
"68594","12382.117085","129.173.67.99","129.173.22.37","64","0x5794","DNS","73","Standard query 0x5794 AAAA weather.gc.ca","13","Message is a query","","Standard query","","weather.gc.ca","","AAAA (IPv6 Address)"
"68595","12382.117644","129.173.22.37","129.173.67.99","62","0x5794","DNS","132","Standard query response 0x5794 AAAA weather.gc.ca SOA[Packet size limited during capture]","13","Message is a response","No error","Standard query","Server can do recursive queries","weather.gc.ca","","AAAA (IPv6 Address)"
"68596","12382.118094","129.173.67.99","129.173.22.37","64","0x0d6d","DNS","92","Standard query 0x0d6d AAAA weather.gc.ca.research.cs.dal.ca","32","Message is a query","","Standard query","","weather.gc.ca.research.cs.dal.ca","","AAAA (IPv6 Address)"
"68597","12382.118643","129.173.22.37","129.173.67.99","62","0x0d6d","DNS","144","Standard query response 0x0d6d No such name AAAA weather.gc.ca.research.cs.dal.ca[Packet size limited during capture]","32","Message is a response","No such name","Standard query","Server can do recursive queries","weather.gc.ca.research.cs.dal.ca","","AAAA (IPv6 Address)"
"68598","12382.119029","129.173.67.99","129.173.22.37","64","0x7df3","DNS","83","Standard query 0x7df3 AAAA weather.gc.ca.cs.dal.ca","23","Message is a query","","Standard query","","weather.gc.ca.cs.dal.ca","","AAAA (IPv6 Address)"
"68599","12382.119644","129.173.22.37","129.173.67.99","62","0x7df3","DNS","127","Standard query response 0x7df3 No such name AAAA weather.gc.ca.cs.dal.ca SOA[Packet size limited during capture]","23","Message is a response","No such name","Standard query","Server can do recursive queries","weather.gc.ca.cs.dal.ca","","AAAA (IPv6 Address)"
"68600","12382.120034","129.173.67.99","129.173.22.37","64","0x6581","DNS","73","Standard query 0x6581 A weather.gc.ca","13","Message is a query","","Standard query","","weather.gc.ca","","A (Host Address)"
"68601","12382.120644","129.173.22.37","129.173.67.99","62","0x6581","DNS","221","Standard query response 0x6581 A weather.gc.ca A 199.212.17.39[Packet size limited during capture]","13","Message is a response","No error","Standard query","Server can do recursive queries","weather.gc.ca","2287","A (Host Address)"
"69529","12596.013116","129.173.67.123","129.173.22.37","128","0x5620","DNS","76","Standard query 0x5620 A nuno-martins.com","16","Message is a query","","Standard query","","nuno-martins.com","","A (Host Address)"
"69530","12596.026964","129.173.67.123","129.173.22.37","128","0x8dbe","DNS","76","Standard query 0x8dbe A nuno-martins.com","16","Message is a query","","Standard query","","nuno-martins.com","","A (Host Address)"
"69531","12596.108126","129.173.22.37","129.173.67.123","62","0x5620","DNS","175","Standard query response 0x5620 A nuno-martins.com A 130.185.84.5[Packet size limited during capture]","16","Message is a response","No error","Standard query","Server can do recursive queries","nuno-martins.com","14400","A (Host Address)"
"69532","12596.108160","129.173.22.37","129.173.67.123","62","0x8dbe","DNS","175","Standard query response 0x8dbe A nuno-martins.com A 130.185.84.5[Packet size limited during capture]","16","Message is a response","No error","Standard query","Server can do recursive queries","nuno-martins.com","14400","A (Host Address)"
"69533","12596.108500","129.173.67.123","129.173.22.37","128","0xf86a","DNS","76","Standard query 0xf86a AAAA nuno-martins.com","16","Message is a query","","Standard query","","nuno-martins.com","","AAAA (IPv6 Address)"
"69534","12596.108501","129.173.67.123","129.173.22.37","128","0xfc4e","DNS","76","Standard query 0xfc4e AAAA nuno-martins.com","16","Message is a query","","Standard query","","nuno-martins.com","","AAAA (IPv6 Address)"
"69535","12596.244776","129.173.22.37","129.173.67.123","62","0xfc4e","DNS","155","Standard query response 0xfc4e AAAA nuno-martins.com SOA[Packet size limited during capture]","16","Message is a response","No error","Standard query","Server can do recursive queries","nuno-martins.com","","AAAA (IPv6 Address)"
"69536","12596.244793","129.173.22.37","129.173.67.123","62","0xf86a","DNS","155","Standard query response 0xf86a AAAA nuno-martins.com SOA[Packet size limited during capture]","16","Message is a response","No error","Standard query","Server can do recursive queries","nuno-martins.com","","AAAA (IPv6 Address)"
"69560","12596.667775","129.173.67.123","129.173.22.37","128","0xc74e","DNS","68","Standard query 0xc74e A nutim.ru","8","Message is a query","","Standard query","","nutim.ru","","A (Host Address)"
"69561","12596.681258","129.173.67.123","129.173.22.37","128","0x5768","DNS","68","Standard query 0x5768 A nutim.ru","8","Message is a query","","Standard query","","nutim.ru","","A (Host Address)"
"69562","12596.704401","129.173.22.37","129.173.67.123","62","0x5768","DNS","129","Standard query response 0x5768 No such name A nutim.ru SOA[Packet size limited during capture]","8","Message is a response","No such name","Standard query","Server can do recursive queries","nutim.ru","","A (Host Address)"
"69563","12596.704436","129.173.22.37","129.173.67.123","62","0xc74e","DNS","129","Standard query response 0xc74e No such name A nutim.ru SOA[Packet size limited during capture]","8","Message is a response","No such name","Standard query","Server can do recursive queries","nutim.ru","","A (Host Address)"
"69585","12599.054105","129.173.67.123","129.173.22.37","128","0x3c15","DNS","70","Standard query 0x3c15 A obelagu.tk","10","Message is a query","","Standard query","","obelagu.tk","","A (Host Address)"
"69586","12599.067377","129.173.67.123","129.173.22.37","128","0x1cf4","DNS","70","Standard query 0x1cf4 A obelagu.tk","10","Message is a query","","Standard query","","obelagu.tk","","A (Host Address)"
"69587","12599.167240","129.173.22.37","129.173.67.123","62","0x3c15","DNS","130","Standard query response 0x3c15 No such name A obelagu.tk SOA[Packet size limited during capture]","10","Message is a response","No such name","Standard query","Server can do recursive queries","obelagu.tk","","A (Host Address)"
"69588","12599.167279","129.173.22.37","129.173.67.123","62","0x1cf4","DNS","130","Standard query response 0x1cf4 No such name A obelagu.tk SOA[Packet size limited during capture]","10","Message is a response","No such name","Standard query","Server can do recursive queries","obelagu.tk","","A (Host Address)"
"69606","12601.516328","129.173.67.123","129.173.22.37","128","0xf95b","DNS","69","Standard query 0xf95b A oblobo.tk","9","Message is a query","","Standard query","","oblobo.tk","","A (Host Address)"
"69607","12601.530082","129.173.67.123","129.173.22.37","128","0xf7db","DNS","69","Standard query 0xf7db A oblobo.tk","9","Message is a query","","Standard query","","oblobo.tk","","A (Host Address)"
"69608","12601.630216","129.173.22.37","129.173.67.123","62","0xf95b","DNS","129","Standard query response 0xf95b No such name A oblobo.tk SOA[Packet size limited during capture]","9","Message is a response","No such name","Standard query","Server can do recursive queries","oblobo.tk","","A (Host Address)"
"69609","12601.630247","129.173.22.37","129.173.67.123","62","0xf7db","DNS","129","Standard query response 0xf7db No such name A oblobo.tk SOA[Packet size limited during capture]","9","Message is a response","No such name","Standard query","Server can do recursive queries","oblobo.tk","","A (Host Address)"
"69630","12603.975023","129.173.67.123","129.173.22.37","128","0x2bb4","DNS","73","Standard query 0x2bb4 A ochengorit.ru","13","Message is a query","","Standard query","","ochengorit.ru","","A (Host Address)"
"69631","12603.988127","129.173.67.123","129.173.22.37","128","0x6736","DNS","73","Standard query 0x6736 A ochengorit.ru","13","Message is a query","","Standard query","","ochengorit.ru","","A (Host Address)"
"69632","12604.011775","129.173.22.37","129.173.67.123","62","0x2bb4","DNS","134","Standard query response 0x2bb4 No such name A ochengorit.ru SOA[Packet size limited during capture]","13","Message is a response","No such name","Standard query","Server can do recursive queries","ochengorit.ru","","A (Host Address)"
"69633","12604.011808","129.173.22.37","129.173.67.123","62","0x6736","DNS","134","Standard query response 0x6736 No such name A ochengorit.ru SOA[Packet size limited during capture]","13","Message is a response","No such name","Standard query","Server can do recursive queries","ochengorit.ru","","A (Host Address)"
